_id,Month,Country,HBT,TreatmentLocation,DepartmentType,NumberOfAttendancesAggregate,NumberOfAttendancesEpisode,NumberOfAttendancesEpisodeQF,NumberMeetingTargetAggregate,NumberMeetingTargetEpisode,NumberMeetingTargetEpisodeQF,DischargeDestinationAdmissionToSame,DischargeDestinationAdmissionToSameQF,DischargeDestinationOtherSpecialty,DischargeDestinationOtherSpecialtyQF,DischargeDestinationResidence,DischargeDestinationResidenceQF,DischargeDestinationTransfer,DischargeDestinationTransferQF,DischargeDestinationUnknown,DischargeDestinationUnknownQF,AttendanceGreater8hrs,AttendanceGreater8hrsQF,AttendanceGreater12hrs,AttendanceGreater12hrsQF
8223,201410,S92000003,S08000032,L302H,Emergency Department,4696,4696,"",3854,3854,"",1395,"",6,"",3180,"",93,"",22,"",206,"",57,""
8224,201410,S92000003,S08000032,L308H,Emergency Department,5168,5168,"",4525,4525,"",1213,"",7,"",3703,"",136,"",109,"",91,"",31,""
8225,201410,S92000003,S08000024,S108H,Minor Injury Unit or Other,123,,z,123,,z,,z,,z,,z,,z,,z,,z,,z
8226,201410,S92000003,S08000024,S116H,Minor Injury Unit or Other,3362,3362,"",2874,2874,"",1137,"",1,"",2209,"",15,"",0,"",70,"",12,""
8227,201410,S92000003,S08000024,S308H,Emergency Department,4438,4438,"",4148,4148,"",1097,"",7,"",3276,"",58,"",0,"",21,"",1,""
8228,201410,S92000003,S08000024,S314H,Emergency Department,9958,9958,"",9242,9242,"",2886,"",31,"",6847,"",194,"",0,"",84,"",1,""
8229,201410,S92000003,S08000024,S319H,Emergency Department,3669,3669,"",3581,3581,"",533,"",1,"",3134,"",1,"",0,"",3,"",0,""
8230,201410,S92000003,S08000025,R103H,Emergency Department,401,401,"",399,399,"",136,"",0,"",263,"",0,"",2,"",0,"",0,""
8231,201410,S92000003,S08000026,Z102H,Emergency Department,598,598,"",566,566,"",189,"",0,"",381,"",4,"",24,"",1,"",0,""
8232,201410,S92000003,S08000030,T101H,Emergency Department,3797,3797,"",3768,3768,"",1067,"",7,"",2509,"",212,"",2,"",0,"",0,""
8233,201410,S92000003,S08000030,T202H,Emergency Department,2065,2065,"",2028,2028,"",369,"",4,"",1418,"",257,"",17,"",1,"",0,""
8234,201410,S92000003,S08000030,T205H,Minor Injury Unit or Other,30,30,"",30,30,"",0,"",0,"",26,"",3,"",1,"",0,"",0,""
8235,201410,S92000003,S08000030,T207H,Minor Injury Unit or Other,13,13,"",13,13,"",0,"",0,"",11,"",1,"",1,"",0,"",0,""
8236,201410,S92000003,S08000030,T209H,Minor Injury Unit or Other,247,247,"",247,247,"",0,"",0,"",239,"",7,"",1,"",0,"",0,""
8237,201410,S92000003,S08000030,T304H,Minor Injury Unit or Other,1122,1122,"",1121,1121,"",0,"",1,"",1012,"",105,"",4,"",0,"",0,""
8238,201410,S92000003,S08000030,T305H,Minor Injury Unit or Other,253,253,"",253,253,"",0,"",0,"",238,"",14,"",1,"",0,"",0,""
8239,201410,S92000003,S08000030,T316H,Minor Injury Unit or Other,143,143,"",143,143,"",0,"",0,"",117,"",16,"",10,"",0,"",0,""
8240,201410,S92000003,S08000030,T319H,Minor Injury Unit or Other,610,610,"",609,609,"",0,"",0,"",569,"",40,"",1,"",0,"",0,""
8241,201410,S92000003,S08000030,T320H,Minor Injury Unit or Other,176,176,"",175,175,"",0,"",0,"",158,"",16,"",2,"",0,"",0,""
8242,201410,S92000003,S08000030,T357C,Minor Injury Unit or Other,552,552,"",552,552,"",0,"",0,"",516,"",36,"",0,"",0,"",0,""
8243,201410,S92000003,S08000028,W106H,Minor Injury Unit or Other,26,,z,25,,z,,z,,z,,z,,z,,z,,z,,z
8244,201410,S92000003,S08000028,W107H,Emergency Department,521,521,"",505,505,"",118,"",3,"",381,"",9,"",10,"",0,"",0,""
8245,201410,S92000003,S08000028,W108H,Minor Injury Unit or Other,84,,z,84,,z,,z,,z,,z,,z,,z,,z,,z
8246,201411,S92000003,S08000015,A101H,Minor Injury Unit or Other,141,,z,141,,z,,z,,z,,z,,z,,z,,z,,z
8247,201411,S92000003,S08000015,A110H,Minor Injury Unit or Other,69,,z,69,,z,,z,,z,,z,,z,,z,,z,,z
8248,201411,S92000003,S08000015,A111H,Emergency Department,5943,5943,"",5292,5292,"",2547,"",12,"",3068,"",97,"",219,"",72,"",5,""
8249,201411,S92000003,S08000015,A210H,Emergency Department,3439,3439,"",3253,3253,"",1341,"",1,"",1939,"",117,"",41,"",9,"",1,""
8250,201411,S92000003,S08000015,A216H,Minor Injury Unit or Other,51,,z,51,,z,,z,,z,,z,,z,,z,,z,,z
8251,201411,S92000003,S08000016,B103H,Minor Injury Unit or Other,8,,z,8,,z,,z,,z,,z,,z,,z,,z,,z
8252,201411,S92000003,S08000016,B105H,Minor Injury Unit or Other,76,,z,76,,z,,z,,z,,z,,z,,z,,z,,z
8253,201411,S92000003,S08000016,B114H,Minor Injury Unit or Other,8,,z,8,,z,,z,,z,,z,,z,,z,,z,,z
8254,201411,S92000003,S08000016,B118H,Minor Injury Unit or Other,31,,z,31,,z,,z,,z,,z,,z,,z,,z,,z
8255,201411,S92000003,S08000016,B120H,Emergency Department,1954,1954,"",1908,1908,"",694,"",6,"",1119,"",122,"",13,"",3,"",0,""
8256,201411,S92000003,S08000017,Y101H,Minor Injury Unit or Other,14,,z,14,,z,,z,,z,,z,,z,,z,,z,,z
8257,201411,S92000003,S08000017,Y106H,Minor Injury Unit or Other,36,,z,36,,z,,z,,z,,z,,z,,z,,z,,z
8258,201411,S92000003,S08000017,Y109H,Minor Injury Unit or Other,8,,z,8,,z,,z,,z,,z,,z,,z,,z,,z
8259,201411,S92000003,S08000017,Y110H,Minor Injury Unit or Other,9,9,"",9,9,"",0,"",0,"",6,"",3,"",0,"",0,"",0,""
8260,201411,S92000003,S08000017,Y144H,Emergency Department,878,878,"",864,864,"",101,"",1,"",756,"",20,"",0,"",0,"",0,""
8261,201411,S92000003,S08000017,Y146H,Emergency Department,2704,2704,"",2625,2625,"",999,"",2,"",1640,"",63,"",0,"",0,"",0,""
8262,201411,S92000003,S08000029,F704H,Emergency Department,4934,4934,"",4605,4605,"",1342,"",7,"",3308,"",144,"",133,"",24,"",0,""
8263,201411,S92000003,S08000029,F708H,Minor Injury Unit or Other,98,,z,98,,z,,z,,z,,z,,z,,z,,z,,z
8264,201411,S92000003,S08000029,F709H,Minor Injury Unit or Other,280,,z,280,,z,,z,,z,,z,,z,,z,,z,,z
8265,201411,S92000003,S08000029,F805H,Minor Injury Unit or Other,1503,1503,"",1502,1502,"",11,"",0,"",1314,"",174,"",4,"",0,"",0,""
8266,201411,S92000003,S08000019,V201H,Minor Injury Unit or Other,1090,1090,"",1090,1090,"",3,"",0,"",891,"",61,"",135,"",0,"",0,""
8267,201411,S92000003,S08000019,V217H,Emergency Department,4914,4914,"",4456,4456,"",1212,"",10,"",3279,"",40,"",373,"",29,"",0,""
8268,201411,S92000003,S08000020,N101H,Emergency Department,4659,4659,"",4248,4248,"",1194,"",12,"",3100,"",20,"",333,"",36,"",2,""
8269,201411,S92000003,S08000020,N121H,Emergency Department,1420,1420,"",1393,1393,"",343,"",0,"",1075,"",0,"",2,"",1,"",0,""
8270,201411,S92000003,S08000020,N151H,Minor Injury Unit or Other,65,,z,65,,z,,z,,z,,z,,z,,z,,z,,z
8271,201411,S92000003,S08000020,N331H,Minor Injury Unit or Other,10,,z,10,,z,,z,,z,,z,,z,,z,,z,,z
8272,201411,S92000003,S08000020,N332H,Minor Injury Unit or Other,24,,z,24,,z,,z,,z,,z,,z,,z,,z,,z
8273,201411,S92000003,S08000020,N333H,Minor Injury Unit or Other,1294,,z,1291,,z,,z,,z,,z,,z,,z,,z,,z
8274,201411,S92000003,S08000020,N334H,Minor Injury Unit or Other,742,,z,738,,z,,z,,z,,z,,z,,z,,z,,z
8275,201411,S92000003,S08000020,N335H,Minor Injury Unit or Other,261,,z,261,,z,,z,,z,,z,,z,,z,,z,,z
8276,201411,S92000003,S08000020,N336H,Minor Injury Unit or Other,177,,z,177,,z,,z,,z,,z,,z,,z,,z,,z
8277,201411,S92000003,S08000020,N337H,Minor Injury Unit or Other,245,,z,242,,z,,z,,z,,z,,z,,z,,z,,z
8278,201411,S92000003,S08000020,N411H,Emergency Department,1781,1781,"",1680,1680,"",372,"",4,"",1392,"",13,"",0,"",9,"",0,""
8279,201411,S92000003,S08000020,N431H,Minor Injury Unit or Other,60,,z,60,,z,,z,,z,,z,,z,,z,,z,,z
8280,201411,S92000003,S08000020,N432H,Minor Injury Unit or Other,19,,z,19,,z,,z,,z,,z,,z,,z,,z,,z
8281,201411,S92000003,S08000020,N433H,Minor Injury Unit or Other,62,,z,62,,z,,z,,z,,z,,z,,z,,z,,z
8282,201411,S92000003,S08000020,N451H,Minor Injury Unit or Other,26,,z,26,,z,,z,,z,,z,,z,,z,,z,,z
8283,201411,S92000003,S08000020,N494H,Minor Injury Unit or Other,96,,z,96,,z,,z,,z,,z,,z,,z,,z,,z
8284,201411,S92000003,S08000020,N683C,Minor Injury Unit or Other,91,,z,91,,z,,z,,z,,z,,z,,z,,z,,z
8285,201411,S92000003,S08000031,C206H,Minor Injury Unit or Other,1172,1172,"",1119,1119,"",211,"",1,"",875,"",82,"",3,"",1,"",0,""
8286,201411,S92000003,S08000031,C313H,Emergency Department,2697,2697,"",2403,2403,"",796,"",4,"",1730,"",49,"",118,"",16,"",0,""
8287,201411,S92000003,S08000031,C418H,Emergency Department,5605,5605,"",4667,4667,"",1977,"",16,"",3347,"",113,"",152,"",135,"",1,""
8288,201411,S92000003,S08000031,G107H,Emergency Department,6850,6850,"",5964,5964,"",2208,"",21,"",4239,"",85,"",297,"",38,"",0,""
8289,201411,S92000003,S08000031,G207H,Minor Injury Unit or Other,1296,1296,"",1296,1296,"",0,"",1,"",1209,"",70,"",16,"",0,"",0,""
8290,201411,S92000003,S08000031,G306H,Minor Injury Unit or Other,1906,1906,"",1906,1906,"",4,"",1,"",1766,"",126,"",9,"",0,"",0,""
8291,201411,S92000003,S08000031,G306H,Emergency Department,4651,4651,"",3967,3967,"",1419,"",11,"",2841,"",298,"",82,"",57,"",3,""
8292,201411,S92000003,S08000031,G405H,Emergency Department,3920,3920,"",3585,3585,"",1095,"",54,"",2522,"",179,"",70,"",9,"",0,""
8293,201411,S92000003,S08000031,G513H,Emergency Department,4718,4718,"",4609,4609,"",1370,"",2,"",3336,"",1,"",9,"",1,"",0,""
8294,201411,S92000003,S08000031,G516H,Emergency Department,4769,4769,"",3717,3717,"",1487,"",11,"",2941,"",173,"",157,"",118,"",1,""
8295,201411,S92000003,S08000022,C106H,Minor Injury Unit or Other,569,,z,564,,z,,z,,z,,z,,z,,z,,z,,z
8296,201411,S92000003,S08000022,C108H,Minor Injury Unit or Other,100,,z,100,,z,,z,,z,,z,,z,,z,,z,,z
8297,201411,S92000003,S08000022,C113H,Minor Injury Unit or Other,362,,z,360,,z,,z,,z,,z,,z,,z,,z,,z
8298,201411,S92000003,S08000022,C121H,Emergency Department,487,487,"",476,476,"",111,"",0,"",365,"",11,"",0,"",1,"",1,""
8299,201411,S92000003,S08000022,C122H,Minor Injury Unit or Other,423,,z,413,,z,,z,,z,,z,,z,,z,,z,,z
8300,201411,S92000003,S08000022,H101H,Minor Injury Unit or Other,201,,z,201,,z,,z,,z,,z,,z,,z,,z,,z
8301,201411,S92000003,S08000022,H103H,Emergency Department,467,467,"",455,455,"",139,"",0,"",326,"",2,"",0,"",1,"",0,""
8302,201411,S92000003,S08000022,H106H,Minor Injury Unit or Other,19,,z,19,,z,,z,,z,,z,,z,,z,,z,,z
8303,201411,S92000003,S08000022,H202H,Emergency Department,2471,2471,"",2363,2363,"",634,"",4,"",1827,"",6,"",0,"",9,"",0,""
8304,201411,S92000003,S08000022,H208H,Minor Injury Unit or Other,377,,z,377,,z,,z,,z,,z,,z,,z,,z,,z
8305,201411,S92000003,S08000022,H210H,Minor Injury Unit or Other,96,,z,96,,z,,z,,z,,z,,z,,z,,z,,z
8306,201411,S92000003,S08000022,H212H,Emergency Department,615,615,"",600,600,"",103,"",0,"",510,"",2,"",0,"",1,"",0,""
8307,201411,S92000003,S08000022,H214H,Minor Injury Unit or Other,301,,z,301,,z,,z,,z,,z,,z,,z,,z,,z
8308,201411,S92000003,S08000022,H215H,Minor Injury Unit or Other,217,,z,217,,z,,z,,z,,z,,z,,z,,z,,z
8309,201411,S92000003,S08000022,H217H,Minor Injury Unit or Other,117,,z,117,,z,,z,,z,,z,,z,,z,,z,,z
8310,201411,S92000003,S08000022,H219H,Minor Injury Unit or Other,107,,z,107,,z,,z,,z,,z,,z,,z,,z,,z
8311,201411,S92000003,S08000022,H224H,Minor Injury Unit or Other,301,,z,296,,z,,z,,z,,z,,z,,z,,z,,z
8312,201411,S92000003,S08000022,H227B,Minor Injury Unit or Other,132,,z,132,,z,,z,,z,,z,,z,,z,,z,,z
8313,201411,S92000003,S08000022,H227H,Minor Injury Unit or Other,51,,z,51,,z,,z,,z,,z,,z,,z,,z,,z
8314,201411,S92000003,S08000032,L106H,Emergency Department,5330,5330,"",4690,4690,"",1491,"",11,"",3647,"",104,"",77,"",73,"",10,""
8315,201411,S92000003,S08000032,L206H,Minor Injury Unit or Other,57,,z,57,,z,,z,,z,,z,,z,,z,,z,,z
8316,201411,S92000003,S08000032,L207H,Minor Injury Unit or Other,102,,z,102,,z,,z,,z,,z,,z,,z,,z,,z
8317,201411,S92000003,S08000032,L302H,Emergency Department,4519,4519,"",3737,3737,"",1282,"",10,"",3107,"",109,"",11,"",160,"",46,""
8318,201411,S92000003,S08000032,L308H,Emergency Department,5053,5053,"",3911,3911,"",1137,"",10,"",3666,"",133,"",107,"",275,"",66,""
8319,201411,S92000003,S08000024,S108H,Minor Injury Unit or Other,105,,z,105,,z,,z,,z,,z,,z,,z,,z,,z
8320,201411,S92000003,S08000024,S116H,Minor Injury Unit or Other,3239,3239,"",2879,2879,"",1088,"",3,"",2133,"",15,"",0,"",44,"",11,""
8321,201411,S92000003,S08000024,S308H,Emergency Department,4291,4291,"",4048,4048,"",1115,"",4,"",3067,"",105,"",0,"",16,"",0,""
8322,201411,S92000003,S08000024,S314H,Emergency Department,9532,9532,"",9009,9009,"",2781,"",20,"",6524,"",207,"",0,"",37,"",1,""
8323,201411,S92000003,S08000024,S319H,Emergency Department,4154,4154,"",4046,4046,"",593,"",1,"",3560,"",0,"",0,"",2,"",0,""
8324,201411,S92000003,S08000025,R103H,Emergency Department,392,392,"",390,390,"",132,"",0,"",259,"",1,"",0,"",0,"",0,""
8325,201411,S92000003,S08000026,Z102H,Emergency Department,566,566,"",549,549,"",159,"",0,"",385,"",2,"",20,"",0,"",0,""
8326,201411,S92000003,S08000030,T101H,Emergency Department,3808,3808,"",3759,3759,"",1113,"",8,"",2476,"",209,"",2,"",0,"",0,""
8327,201411,S92000003,S08000030,T202H,Emergency Department,2008,2008,"",1976,1976,"",326,"",2,"",1312,"",346,"",22,"",1,"",0,""
8328,201411,S92000003,S08000030,T205H,Minor Injury Unit or Other,23,23,"",23,23,"",0,"",0,"",22,"",0,"",1,"",0,"",0,""
8329,201411,S92000003,S08000030,T207H,Minor Injury Unit or Other,10,10,"",10,10,"",0,"",0,"",9,"",1,"",0,"",0,"",0,""
8330,201411,S92000003,S08000030,T209H,Minor Injury Unit or Other,247,247,"",247,247,"",0,"",0,"",233,"",14,"",0,"",0,"",0,""
8331,201411,S92000003,S08000030,T304H,Minor Injury Unit or Other,1055,1055,"",1052,1052,"",0,"",0,"",924,"",127,"",4,"",0,"",0,""
8332,201411,S92000003,S08000030,T305H,Minor Injury Unit or Other,229,229,"",229,229,"",0,"",0,"",207,"",20,"",2,"",0,"",0,""
8333,201411,S92000003,S08000030,T316H,Minor Injury Unit or Other,136,136,"",135,135,"",0,"",0,"",102,"",25,"",9,"",0,"",0,""
8334,201411,S92000003,S08000030,T319H,Minor Injury Unit or Other,643,643,"",643,643,"",0,"",0,"",609,"",34,"",0,"",0,"",0,""
8335,201411,S92000003,S08000030,T320H,Minor Injury Unit or Other,148,148,"",147,147,"",0,"",0,"",136,"",12,"",0,"",0,"",0,""
8336,201411,S92000003,S08000030,T357C,Minor Injury Unit or Other,498,498,"",498,498,"",0,"",0,"",465,"",25,"",8,"",0,"",0,""
8337,201411,S92000003,S08000028,W106H,Minor Injury Unit or Other,27,,z,27,,z,,z,,z,,z,,z,,z,,z,,z
8338,201411,S92000003,S08000028,W107H,Emergency Department,459,459,"",451,451,"",107,"",1,"",347,"",1,"",3,"",0,"",0,""
8339,201411,S92000003,S08000028,W108H,Minor Injury Unit or Other,93,,z,93,,z,,z,,z,,z,,z,,z,,z,,z
8340,201412,S92000003,S08000015,A101H,Minor Injury Unit or Other,144,,z,144,,z,,z,,z,,z,,z,,z,,z,,z
8341,201412,S92000003,S08000015,A110H,Minor Injury Unit or Other,52,,z,52,,z,,z,,z,,z,,z,,z,,z,,z
8342,201412,S92000003,S08000015,A111H,Emergency Department,5938,5938,"",5353,5353,"",2699,"",15,"",2902,"",109,"",213,"",114,"",48,""
8343,201412,S92000003,S08000015,A210H,Emergency Department,3467,3467,"",3036,3036,"",1425,"",5,"",1865,"",105,"",67,"",60,"",13,""
8344,201412,S92000003,S08000015,A216H,Minor Injury Unit or Other,77,,z,77,,z,,z,,z,,z,,z,,z,,z,,z
8345,201412,S92000003,S08000016,B103H,Minor Injury Unit or Other,12,,z,12,,z,,z,,z,,z,,z,,z,,z,,z
8346,201412,S92000003,S08000016,B105H,Minor Injury Unit or Other,66,,z,66,,z,,z,,z,,z,,z,,z,,z,,z
8347,201412,S92000003,S08000016,B114H,Minor Injury Unit or Other,9,,z,9,,z,,z,,z,,z,,z,,z,,z,,z
8348,201412,S92000003,S08000016,B118H,Minor Injury Unit or Other,35,,z,35,,z,,z,,z,,z,,z,,z,,z,,z
8349,201412,S92000003,S08000016,B120H,Emergency Department,2256,2256,"",2045,2045,"",960,"",5,"",1120,"",160,"",11,"",14,"",3,""
8350,201412,S92000003,S08000017,Y101H,Minor Injury Unit or Other,10,,z,10,,z,,z,,z,,z,,z,,z,,z,,z
8351,201412,S92000003,S08000017,Y106H,Minor Injury Unit or Other,30,,z,30,,z,,z,,z,,z,,z,,z,,z,,z
8352,201412,S92000003,S08000017,Y109H,Minor Injury Unit or Other,3,,z,3,,z,,z,,z,,z,,z,,z,,z,,z
8353,201412,S92000003,S08000017,Y110H,Minor Injury Unit or Other,9,9,"",9,9,"",0,"",0,"",5,"",4,"",0,"",0,"",0,""
8354,201412,S92000003,S08000017,Y144H,Emergency Department,909,909,"",886,886,"",91,"",0,"",797,"",21,"",0,"",1,"",0,""
8355,201412,S92000003,S08000017,Y146H,Emergency Department,2723,2723,"",2642,2642,"",984,"",5,"",1653,"",81,"",0,"",0,"",0,""
8356,201412,S92000003,S08000029,F704H,Emergency Department,5096,5096,"",4476,4476,"",1379,"",17,"",3386,"",147,"",167,"",89,"",10,""
8357,201412,S92000003,S08000029,F708H,Minor Injury Unit or Other,93,,z,93,,z,,z,,z,,z,,z,,z,,z,,z
8358,201412,S92000003,S08000029,F709H,Minor Injury Unit or Other,248,,z,247,,z,,z,,z,,z,,z,,z,,z,,z
8359,201412,S92000003,S08000029,F805H,Minor Injury Unit or Other,1423,1423,"",1422,1422,"",14,"",0,"",1254,"",149,"",6,"",0,"",0,""
8360,201412,S92000003,S08000019,V201H,Minor Injury Unit or Other,958,958,"",957,957,"",2,"",0,"",783,"",53,"",120,"",0,"",0,""
8361,201412,S92000003,S08000019,V217H,Emergency Department,4918,4918,"",3991,3991,"",1197,"",15,"",3260,"",19,"",427,"",193,"",31,""
8362,201412,S92000003,S08000020,N101H,Emergency Department,4736,4736,"",4232,4232,"",1300,"",18,"",3005,"",21,"",392,"",18,"",0,""
8363,201412,S92000003,S08000020,N121H,Emergency Department,1326,1326,"",1307,1307,"",349,"",1,"",975,"",0,"",1,"",0,"",0,""
8364,201412,S92000003,S08000020,N151H,Minor Injury Unit or Other,75,,z,75,,z,,z,,z,,z,,z,,z,,z,,z
8365,201412,S92000003,S08000020,N331H,Minor Injury Unit or Other,11,,z,11,,z,,z,,z,,z,,z,,z,,z,,z
8366,201412,S92000003,S08000020,N332H,Minor Injury Unit or Other,31,,z,31,,z,,z,,z,,z,,z,,z,,z,,z
8367,201412,S92000003,S08000020,N333H,Minor Injury Unit or Other,1344,,z,1342,,z,,z,,z,,z,,z,,z,,z,,z
8368,201412,S92000003,S08000020,N334H,Minor Injury Unit or Other,729,,z,727,,z,,z,,z,,z,,z,,z,,z,,z
8369,201412,S92000003,S08000020,N335H,Minor Injury Unit or Other,294,,z,292,,z,,z,,z,,z,,z,,z,,z,,z
8370,201412,S92000003,S08000020,N336H,Minor Injury Unit or Other,159,,z,159,,z,,z,,z,,z,,z,,z,,z,,z
8371,201412,S92000003,S08000020,N337H,Minor Injury Unit or Other,263,,z,259,,z,,z,,z,,z,,z,,z,,z,,z
8372,201412,S92000003,S08000020,N411H,Emergency Department,1985,1985,"",1885,1885,"",449,"",2,"",1521,"",13,"",0,"",7,"",0,""
8373,201412,S92000003,S08000020,N431H,Minor Injury Unit or Other,33,,z,33,,z,,z,,z,,z,,z,,z,,z,,z
8374,201412,S92000003,S08000020,N432H,Minor Injury Unit or Other,28,,z,28,,z,,z,,z,,z,,z,,z,,z,,z
8375,201412,S92000003,S08000020,N433H,Minor Injury Unit or Other,90,,z,90,,z,,z,,z,,z,,z,,z,,z,,z
8376,201412,S92000003,S08000020,N451H,Minor Injury Unit or Other,18,,z,18,,z,,z,,z,,z,,z,,z,,z,,z
8377,201412,S92000003,S08000020,N494H,Minor Injury Unit or Other,88,,z,88,,z,,z,,z,,z,,z,,z,,z,,z
8378,201412,S92000003,S08000020,N683C,Minor Injury Unit or Other,65,,z,65,,z,,z,,z,,z,,z,,z,,z,,z
8379,201412,S92000003,S08000031,C206H,Minor Injury Unit or Other,1143,1143,"",1056,1056,"",247,"",0,"",816,"",71,"",9,"",1,"",0,""
8380,201412,S92000003,S08000031,C313H,Emergency Department,2438,2438,"",2130,2130,"",784,"",6,"",1489,"",43,"",116,"",16,"",0,""
8381,201412,S92000003,S08000031,C418H,Emergency Department,5493,5493,"",4251,4251,"",2058,"",17,"",3138,"",120,"",160,"",220,"",2,""
8382,201412,S92000003,S08000031,G107H,Emergency Department,6506,6506,"",5554,5554,"",2081,"",15,"",3968,"",115,"",327,"",42,"",0,""
8383,201412,S92000003,S08000031,G207H,Minor Injury Unit or Other,1069,1069,"",1069,1069,"",0,"",1,"",982,"",76,"",10,"",0,"",0,""
8384,201412,S92000003,S08000031,G306H,Minor Injury Unit or Other,1566,1566,"",1566,1566,"",1,"",0,"",1458,"",101,"",6,"",0,"",0,""
8385,201412,S92000003,S08000031,G306H,Emergency Department,4734,4734,"",3850,3850,"",1496,"",28,"",2846,"",290,"",74,"",154,"",24,""
8386,201412,S92000003,S08000031,G405H,Emergency Department,3848,3848,"",3300,3300,"",1219,"",21,"",2383,"",165,"",60,"",41,"",1,""
8387,201412,S92000003,S08000031,G513H,Emergency Department,4538,4538,"",4424,4424,"",1330,"",2,"",3201,"",1,"",4,"",0,"",0,""
8388,201412,S92000003,S08000031,G516H,Emergency Department,4781,4781,"",3311,3311,"",1604,"",17,"",2838,"",157,"",165,"",242,"",13,""
8389,201412,S92000003,S08000022,C106H,Minor Injury Unit or Other,518,,z,511,,z,,z,,z,,z,,z,,z,,z,,z
8390,201412,S92000003,S08000022,C108H,Minor Injury Unit or Other,77,,z,76,,z,,z,,z,,z,,z,,z,,z,,z
8391,201412,S92000003,S08000022,C113H,Minor Injury Unit or Other,353,,z,342,,z,,z,,z,,z,,z,,z,,z,,z
8392,201412,S92000003,S08000022,C121H,Emergency Department,471,471,"",463,463,"",105,"",0,"",351,"",15,"",0,"",2,"",1,""
8393,201412,S92000003,S08000022,C122H,Minor Injury Unit or Other,404,,z,402,,z,,z,,z,,z,,z,,z,,z,,z
8394,201412,S92000003,S08000022,H101H,Minor Injury Unit or Other,184,,z,183,,z,,z,,z,,z,,z,,z,,z,,z
8395,201412,S92000003,S08000022,H103H,Emergency Department,509,509,"",482,482,"",151,"",2,"",355,"",1,"",0,"",2,"",0,""
8396,201412,S92000003,S08000022,H106H,Minor Injury Unit or Other,8,,z,8,,z,,z,,z,,z,,z,,z,,z,,z
8397,201412,S92000003,S08000022,H202H,Emergency Department,2473,2473,"",2335,2335,"",663,"",4,"",1796,"",10,"",0,"",2,"",1,""
8398,201412,S92000003,S08000022,H208H,Minor Injury Unit or Other,340,,z,340,,z,,z,,z,,z,,z,,z,,z,,z
8399,201412,S92000003,S08000022,H210H,Minor Injury Unit or Other,82,,z,82,,z,,z,,z,,z,,z,,z,,z,,z
8400,201412,S92000003,S08000022,H212H,Emergency Department,594,594,"",576,576,"",98,"",1,"",493,"",2,"",0,"",0,"",0,""
8401,201412,S92000003,S08000022,H214H,Minor Injury Unit or Other,315,,z,315,,z,,z,,z,,z,,z,,z,,z,,z
8402,201412,S92000003,S08000022,H215H,Minor Injury Unit or Other,202,,z,202,,z,,z,,z,,z,,z,,z,,z,,z
8403,201412,S92000003,S08000022,H217H,Minor Injury Unit or Other,131,,z,131,,z,,z,,z,,z,,z,,z,,z,,z
8404,201412,S92000003,S08000022,H219H,Minor Injury Unit or Other,106,,z,106,,z,,z,,z,,z,,z,,z,,z,,z
8405,201412,S92000003,S08000022,H224H,Minor Injury Unit or Other,270,,z,257,,z,,z,,z,,z,,z,,z,,z,,z
8406,201412,S92000003,S08000022,H227B,Minor Injury Unit or Other,160,,z,160,,z,,z,,z,,z,,z,,z,,z,,z
8407,201412,S92000003,S08000022,H227H,Minor Injury Unit or Other,41,,z,41,,z,,z,,z,,z,,z,,z,,z,,z
8408,201412,S92000003,S08000032,L106H,Emergency Department,5207,5207,"",4557,4557,"",1680,"",8,"",3335,"",125,"",59,"",88,"",19,""
8409,201412,S92000003,S08000032,L206H,Minor Injury Unit or Other,46,,z,46,,z,,z,,z,,z,,z,,z,,z,,z
8410,201412,S92000003,S08000032,L207H,Minor Injury Unit or Other,89,,z,89,,z,,z,,z,,z,,z,,z,,z,,z
8411,201412,S92000003,S08000032,L302H,Emergency Department,4563,4563,"",3719,3719,"",1434,"",8,"",3003,"",109,"",9,"",166,"",20,""
8412,201412,S92000003,S08000032,L308H,Emergency Department,4762,4762,"",4274,4274,"",1175,"",12,"",3312,"",138,"",125,"",49,"",0,""
8413,201412,S92000003,S08000024,S108H,Minor Injury Unit or Other,113,,z,113,,z,,z,,z,,z,,z,,z,,z,,z
8414,201412,S92000003,S08000024,S116H,Minor Injury Unit or Other,3316,3316,"",2845,2845,"",1213,"",2,"",2088,"",13,"",0,"",68,"",10,""
8415,201412,S92000003,S08000024,S308H,Emergency Department,4356,4356,"",4035,4035,"",1210,"",7,"",3043,"",96,"",0,"",27,"",1,""
8416,201412,S92000003,S08000024,S314H,Emergency Department,9432,9432,"",8703,8703,"",3005,"",31,"",6158,"",238,"",0,"",93,"",4,""
8417,201412,S92000003,S08000024,S319H,Emergency Department,3993,3993,"",3899,3899,"",598,"",0,"",3394,"",1,"",0,"",7,"",1,""
8418,201412,S92000003,S08000025,R103H,Emergency Department,419,419,"",414,414,"",134,"",0,"",284,"",0,"",1,"",0,"",0,""
8419,201412,S92000003,S08000026,Z102H,Emergency Department,582,582,"",571,571,"",167,"",1,"",395,"",6,"",13,"",0,"",0,""
8420,201412,S92000003,S08000030,T101H,Emergency Department,3626,3626,"",3574,3574,"",1179,"",11,"",2260,"",174,"",2,"",1,"",0,""
8421,201412,S92000003,S08000030,T202H,Emergency Department,2015,2015,"",1967,1967,"",353,"",5,"",1283,"",352,"",22,"",0,"",0,""
